CLAVE,LONGITUD,LATITUD,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
DLBAJ183,-1.7593201626712756,1.1987422106539154,-0.458248778609379,-1.0109572848109223,-2.103102948838097,0.077518609903564,-1.2019792260303632,-0.20758849340567515,-0.38596871348049533,0.3533901403540929,0.6074540702398123,-0.40270808984141604,0.16509278130160007,-0.4236436926556652
DLBAJ184,-1.7258625718672973,1.176031605258912,-1.46324335828926,-0.055510090367889196,-1.8997764719521972,-0.04807412925572156,-0.9287627971909727,0.21255261977849252,-0.7988023560896241,0.06560163467556615,0.7598753866209413,-0.22165490520607203,-0.4100447472067875,-0.20118895301775197
DLBAJ185,-1.7248506502647158,1.1492498182508897,2.3126629749096366,0.9703622538269399,-2.521165177891984,-0.15146806031674806,0.5513050377321262,0.2924750449948925,-0.12097602964410076,0.015358846513365469,0.3332272695421792,0.11235825565214726,-0.7050782196444265,-1.0361720253094402
DLBAJ186,-1.7151314268487579,1.1280112203670418,2.0207639761188037,0.5736715379938968,-1.9130075283384473,-0.1662056305189485,-0.23481146634560948,0.6531231197128756,-0.893487035091345,0.035013099016825006,0.7825495081221394,-0.4583996266910346,-0.3846869713488767,-0.576810073533142
DLBAJ187,-1.7089852717463456,1.123173153721987,-0.1698138298722565,-0.5910526517086098,-2.211409089969535,0.050624093425045404,-0.33716128387259503,0.3646772446520514,-0.8860887390998635,-0.292341223168409,0.5561721973766618,-0.34850764282459823,-0.24842554892276036,-0.07447796151086612
DLBAJ188,-1.7025346446573146,1.10829867222815,1.3093689692980937,0.3480598666744509,-2.288948107177426,-0.39237649890512594,-0.36753993441764193,0.6766333999307931,-0.9199260209447676,-0.5256719740904475,0.4508161327523637,0.5065967204785882,-0.30454655563439037,-0.26003754630064785
DLBAJ189,-1.6978183138842156,1.20168879911593,-1.2461578918644267,-0.07409719118680655,-2.0146605566171134,-0.13745119406378778,-1.1739347726279372,-0.003953248848957173,-0.2494623028678083,0.539138220405705,0.7483839733116997,0.18170706241057763,-0.45846156123288145,-0.11188667103791179
DLBAJ202,-1.194947903257021,-0.06726299619423887,0.45871501381525454,1.0406393566109242,-2.0330610483564033,0.5061632690696494,2.702933844906968,0.8665737447872734,0.33097463531129906,-0.36490579684018487,0.05646564449111151,0.1009105574371772,-1.1198392030939603,-0.8340011447405602
DLBAJ54,-1.2542653147910725,0.2509340736112882,-0.39823197058565374,-0.6776020796847091,-1.6559450961727815,-0.16903213653985932,-0.010095120749184422,0.5568811395871595,-0.7177762669529978,-0.5283638976678585,0.3346922155055337,0.5007506311393531,-0.27744580397674784,-0.9200344070640919
DLBAJ68,-1.2628920210785772,0.2407149445434632,0.02120871239926654,-0.7366392142805892,-0.8911087441701016,-0.10577726535080965,-0.533359349892769,-0.14019574352993305,-0.9675454343704935,-0.48099440920324715,0.19213720728350805,-0.4431325635727691,-0.04913812680992298,-0.7129877476334093
DLBAJ69,-1.2600637151244554,0.23613936874829952,3.9072891567014474,2.1557193749837715,-1.3578856373368982,0.25899020838868964,2.164198362250482,0.01921012049104429,0.4519336099202293,0.11610160349986128,-0.10290459464588747,-0.7981300460333696,-0.8942775577932304,-1.59124538121087
DLBAJ70,-1.2562040849411538,0.2358459966219506,3.9485784887429025,1.80834462299708,-0.5624527679143885,-0.6426152637894417,0.03138368761278558,-0.17515479349326216,-0.6708069610741991,-0.14157221378405566,0.14270150768403259,-0.5848908129422141,-0.6512635306937142,-1.8512094747160515
DLBAJ71,-1.2573458548909704,0.22938151608345292,1.9063842372260613,0.22707288767615455,-1.0011261489479844,-0.5005196557787062,-0.30548944934873734,0.3908154355531421,-1.043999060332437,-0.6179116676860384,0.22168696262861687,0.04049099773487202,-0.028717145294180863,-1.04910721995815
DLBAJ72,-1.2579801715297574,0.22716835793731066,1.9932297086298967,0.19193962648296478,-1.114167723480686,-0.5209153454770045,-0.25730338308858774,0.46792991512525867,-1.0186037499134741,-0.5927310789616915,0.2735410130100784,0.14030498158479626,-0.01074184825319093,-1.5106709652965484
DLBAJ73,-1.2592667149241905,0.22298394497727977,-0.2813055450560332,-1.0016514026930305,-1.1316240015322814,-0.041860328382381476,-0.35657062089869934,0.05746098142642285,-0.9579940104009895,-0.5812559769189102,0.2042800889424272,-0.30950563602903075,-0.04446729438013412,-0.5589485166314155
DLBAJ74,-1.2593950707616866,0.21814845177193032,-0.20903242599154778,-0.4556431516925666,-1.59719159987574,0.5183086720094345,1.3470161555239184,-0.13785163610060538,-0.10534645816304095,-0.2411922863328031,0.020938841441798327,-0.8235051964170754,-0.8222925500299146,-0.524505042263871
DLBAJ75,-1.2626787414369707,0.2133577364174441,0.0008499501458808074,-0.8110212248008865,-0.8108138533922764,-0.07293463007845613,-0.5558016346231424,-0.19995199607764122,-0.9833242576191322,-0.5316575780079272,0.12011844754736112,-0.534305017828988,-0.07949409726368402,-0.0973238501187702
DLBAJ76,-1.2658171909147156,0.2086112842258814,0.06736412243988665,-0.6521909796750196,-0.7112004918882578,-0.09875569545726114,-0.6364468090453617,-0.25956237933905674,-0.9681236925388204,-0.47286824208262873,0.12896043274089808,-0.5889150955388811,-0.024059775093264214,-0.2777213578022354
DLBAJ77,-1.2658874881233892,0.22898520636891068,3.7398004362369397,2.488483933034758,-1.7879539799868749,0.13818889786190677,2.695815225752608,0.4830956118108802,0.6037097328209535,0.01210068510244924,-0.08516137909479435,-0.20029146080134672,-1.2319976442514815,-1.0850748565610437
DLBAJ79,-1.1992588683851926,0.20645988863265513,2.667275849321393,1.0395615532404883,-1.8621925418379208,-0.14889931203783105,1.5733267016387626,0.6374578522292894,0.01873410927445761,-0.11501450999167347,0.2382640503658732,0.12273856987415409,-0.6436260313343212,-2.8227227330294227
DLBAJ80,-1.196227581106658,0.20495442640533704,3.7332698456265554,1.5943595172731067,-1.3239297448626224,-0.4544541336767027,1.079737196737309,0.6473417359772168,-0.47011807254861926,-0.4003282650964257,0.15052602111295402,0.19629241637314374,-0.7290195669326219,-1.7417438072231943
DLBAJ81,-1.1942783633884093,0.20527095948902935,2.544770566617914,2.2072849125504104,-0.897897499577638,0.22378528092492841,1.6913847615819386,-0.13175777107216619,0.2502170692721092,0.008740748230079436,-0.15442646643402425,-1.013197653325731,-0.7012093869604591,-0.5644945373121987
DLBAJ82,-1.1977021807281223,0.19833811292425454,-0.1759953683898593,0.1621070428090376,-1.0611544495769918,-0.3209201269880162,-0.165914362559158,0.49409180018569965,-0.9982126769195034,-0.6592858429369008,0.2762078824539414,0.20288155358139573,-0.2793392958862954,-0.5861980219357795
DLBAJ83,-1.2044931000374886,0.20119720443630593,-1.8780983806907652,0.3877100517795048,-0.8214629702054685,0.33544968972057887,0.11083981584405658,0.3522202892069932,-0.40333259960620904,-0.48175213838974984,0.1711988733191637,-0.2295987011628058,0.9291241465864744,-1.0347835191191568
DLBAJ91,-1.1663020145984215,0.03920869674503347,-0.6848951165514175,-1.1803626857683778,-1.2398836931739363,0.152470574002756,-0.2666860505308086,-0.4439076089104661,0.21224620889903656,0.2935365873086742,0.11214296473655383,-0.15284028054210874,-0.15933428825030793,-0.4537204928389599
DLBAJ92,-1.1654311351661097,-0.003921380675774812,-1.9400928841870129,-1.8257526560581556,-1.7749796430520508,0.1931223459656977,-0.008171445804029853,0.41130904430363746,-0.36231721132670663,-0.3594551692018963,0.30900036984363355,0.34740474430516805,-0.005612057085306098,-0.8230912240286158
DLBAJ93,-1.1651329317203927,-0.02482543139799629,0.39107016473127015,2.3287911570599253,-1.1625267222321076,0.6612851913840813,2.3768513103438575,-0.20707701084273594,1.110490305101737,0.41968420068072193,-0.22620367344468928,-0.9018567149835359,-1.1401567754293402,0.3009482199405883
DLCAM217M1,1.6185204145517724,-1.2807540777379718,1.8718854336602129,-0.30826502596279864,1.8405787761245265,-0.7712349805570572,-0.25483678991936237,-1.0663331111003773,2.1203858221633025,1.6448008975471846,-0.6148760286535637,0.46071160073273454,-0.15945309003328795,0.13971854741824444
DLCAM225,1.6912922043729055,-0.8795908559129934,2.5736835951817922,-0.30558306829229226,1.3512111149339459,-1.1842625170325816,0.25558489433714837,0.6359055449516918,-0.055358456302299,-0.1577222417013981,-0.2352630385033563,0.7951770126057914,0.12868914471879034,-1.7758619029605032
DLCAM226,1.7004159164032726,-0.8723903716189177,1.6951156182030016,-1.184181929685922,1.393535274535136,-0.9099178564784214,0.1132964632561888,0.33425419221413544,-0.04464702912310303,-0.19280913175871936,-0.3602182840480951,0.38021985938256864,0.2338152943054286,-0.7169068683626123
DLCAM227,1.7117231701808029,-0.9021805096418706,0.2418011424580712,-1.7083322534809833,1.6061932251228874,-0.5995275284451653,-0.22648597955484676,-0.2523415432319016,0.31193583449778767,0.12727003209647073,-0.459228291171539,0.09262686747523251,0.16376485567078683,0.23087999951350982
DLCAM228,1.6772581353034575,-0.9093218048227348,2.344304866494378,-0.5101594326696903,1.6656995891141786,-1.089099824654408,-0.0779070580486577,0.1782885327527381,0.09560561850791548,-0.0008195281631311605,-0.39283270809770315,0.4953260798736619,0.10067228566299892,-0.5403990791469968
DLCAM230,1.6699328975077696,-0.9351977410546622,2.9369136180229285,0.8902788971106803,2.1267974535932543,-1.1134058558216178,0.4401065276084696,-0.2873081561670292,0.33731132655862556,0.33774590604090354,-0.449301266458935,0.027249253576825016,-0.6157022062817193,-1.1834023462799583
DLCAM233,1.6818311851416787,-1.0012888195537513,1.5528290938453555,-0.761138254122864,1.3424683916966318,-0.6747624730078758,0.2282251271948101,-0.4808554012443676,1.5534313043042127,1.0123657749561605,-0.5670039853273219,0.3749314869786112,-0.05403674882600036,0.16276048748674352
DLCAM244,1.7485299528375775,-0.9371509817906178,0.7553562737118482,-1.5082040795074427,1.4845796088538488,-0.7909396016651498,-0.35947941003053324,-0.27485409247242054,0.7429671408118506,0.4972078297450911,-0.42634928105403547,0.6377486933834691,0.0093368781361197,0.06379317697962276
DLCAM245,1.7565193574668176,-0.8791739586808134,1.2675394552000057,-0.8634686006848514,1.6368656277126663,-0.992150398305187,-0.48116476261637914,-0.22504327997012816,0.7225114385216714,0.5106586455670127,-0.4470096883358851,0.6906952809709228,0.037474297694220164,0.29979907970943925
DLCAM246,1.7968827908300156,-0.8804014894200108,0.5486572604672808,-0.40524355900877485,1.9039109471952353,-0.8576756435444416,-0.5242699554655667,-0.1921444497734995,0.6447947793846668,0.4024890808296565,-0.48738232717658997,0.37546426000710215,0.28552577712195526,0.7180457350618499
DLCAM247,1.8123660868553746,-0.811827041605773,1.3593470477577563,-0.3266030918528571,1.9157251727918092,-0.9817172968776072,-0.6202882648014929,-0.23721317915400994,0.6801585999288439,0.48946003936309834,-0.48937334752594,0.3361463339611285,0.4547088981291458,0.3452420098744989
DLCAM248,1.7882441444646047,-0.7875826661466995,1.5847369207039763,-0.11521369462608376,1.8134643017643275,-1.0507099178635573,-0.568390851301442,-0.07653207754765565,0.6902877509590792,0.44898620102272435,-0.4867260055448508,0.4889694531796315,0.46270268958188643,0.5193485406268942
DLCAM249,1.7563118986131907,-0.7637243066433484,2.290994210466993,-0.2838782174348528,1.679929388145273,-1.097147839100624,0.06474607127648437,0.35626697954962666,-0.17985574095680315,-0.2704981397763273,-0.40509998597028113,0.4323992951284607,0.027299424430642392,-0.2409829322419763
DLCAM250,1.7499508221084599,-0.7766352536424117,2.640192776992583,-0.1335786576136442,1.738476922560301,-1.0886628277392498,-0.006966716337727816,0.3404594032209901,-0.10076140228016714,-0.19853992171072504,-0.41654727759615034,0.37602052307383615,0.2116307141919788,-0.38083477463738996
DLCAM251,1.7409912861493095,-0.8064614198212314,2.1286860911111645,-0.32318337733888874,1.710132069546665,-1.0812100977405386,-0.2961160966356101,0.08803191038417563,0.31587871307816495,0.19091300617505144,-0.40541656401315584,0.44284622173072513,0.3486762569812842,-0.44364051088995676
DLCAM252,1.7659233628260425,-0.731439218826577,2.672899532094011,0.09528702703482185,1.6175704832100117,-1.1954763623161155,0.21472060012194594,0.5725992701678256,-0.22217932055594114,-0.36437099203410006,-0.40109482193060697,0.6008769645303116,-0.008334212291561668,-0.17255414600136007
DLCAM253,1.7657147099646235,-0.7170652713553259,2.98585844477621,-0.1082379558154285,1.763671110501826,-1.176015863601733,0.0494180624743101,0.3233729567565165,-0.2546022238844933,-0.2753695526143024,-0.405551175584378,0.36393319856841616,0.05744589522956571,-0.5918930126219172
DLCAM256,1.731713397862975,-1.1618742879179584,-0.08041303852599511,-1.3901590914213646,1.5857793075654512,-0.6918611227364676,-0.9991398961381572,-0.8334498250374316,1.971265399429608,1.509937840115534,-0.47738097062037244,1.0685184981307048,0.15762962128241656,0.6552319570619676
DLCAM262,1.8769245955865181,-1.0888166507939607,1.4547259832999142,0.8606575212266333,1.6994585914377656,-1.654716571471744,-2.138676227055555,-1.3898069250278426,3.939292833104644,3.4705795514823237,-0.29243898332326546,2.886633395107177,-0.16271313295852896,-0.6719151101671017
DLCAM266,1.6670822039075741,-1.1729269541061735,0.06956810320396746,-1.5741426944049415,1.3106703099345045,-0.767534131558109,-0.33486762035198336,-0.18416428739229476,1.0729947245531608,0.7672475660727202,-0.29469471257782137,0.9178367330918102,0.15142777633883603,-0.9071637126817712
DLCAM267,1.6370469379335701,-1.1296777264270323,0.21867634959041032,-1.7294839047950479,1.3893594563152254,-0.7277815396194265,-0.4003845424161883,-0.3643057790090139,1.0002065858420042,0.756801402155709,-0.3293629093523302,0.7340130228626168,0.09795655793776747,-0.791364941733242
DLCAM5388,1.6761327829607635,-1.371552750843002,1.7786326709401257,-0.6095091362708212,2.272347444088049,-0.5672220828531979,-0.34398544431034017,-0.2114943816814454,0.4584310457473282,0.26361524414277854,-0.5180209010080487,0.0071597020896465285,0.5559565738444241,-0.2083218671307266
DLCAM5389,1.6643673286935647,-1.3425989807241148,0.9997515164447707,-0.30312961662075516,1.7760852687828355,-0.7831900575346559,0.10636262464384745,0.5332114860158268,0.2561792415272682,-0.05789321042465048,-0.36006256352172983,0.4666638553435914,0.5703621254200177,-0.6116097206989818
DLCAM5390,1.658898773012352,-1.356547023924219,1.145530882896727,-2.0809685292654643,4.863600507125118,-2.024988114111853,-0.784893204159898,16.393125965991853,-1.862528015502868,16.51307770092289,16.484485417692454,-10.464372752438026,-1.1951284111324851,1.2417879941171466
DLCAM5391,1.822786789848342,-0.8971031131042675,0.8426455288461916,0.31887649735698137,2.2282015589813073,-0.714285587774085,0.15258785810018305,-0.7100194721842178,0.8863762098008365,0.6156972982875066,-0.6421045912269426,-0.2263203917814435,-0.4945635944485211,0.8280643754462319
DLCHI296,-0.6552733964905803,2.1574359976479145,1.0826692524634531,0.2202120189618355,-1.6496777751670506,-0.45529373600661033,-1.7487641402725294,-0.7764951547503818,0.12438696798521397,0.7027298929000031,0.2906738539806612,0.26548983463312836,-0.00028383455268972,-0.8985648043983
DLCHI297,-0.62999475905261,2.104510636678664,-0.7191392097513016,1.351917350023268,-1.078728480881496,-0.536051663088305,-1.8448722675140992,-0.8311593111030884,-0.0599598779177401,0.6141915127292873,0.29543653824195915,0.13765227677939906,-0.3444879728973589,-0.25422595000141196
DLCHI300,-0.5955550968408156,2.0866355244890107,2.487789238768243,1.1423044030336882,-1.0520353669693014,3.1332240071582818,-0.826737994123634,-1.6655150891140809,1.336965864344587,1.1874721694545713,-0.0792447830303378,-1.7082973054967148,0.5044795366839123,-1.0494708228541738
DLCHI301,-0.6786505765219283,1.8002940354135213,-1.2771775091543653,-0.5077342518992564,-2.3665112373161237,0.18687776557226854,-1.0774326612097382,-2.0726525172428594,2.949506004818483,2.723729285937992,0.0907793502708605,0.9135856963813627,-1.2638798405543334,0.20073447519163645
DLCHI307,-0.8599188692606854,1.8340524174613004,-3.67207150164137,1.089072918295716,-2.0244834364956303,0.5196072671819526,-0.2718645307125404,-0.6605721993294009,1.2422230759330735,0.9510412346159708,0.1700563050352063,0.05546876843311117,-0.4120313162877097,0.503532790249525
DLCHI309,-0.9015673535085776,1.8560064315830873,-1.2400040139623496,0.5291794043984412,-1.8524950367344257,0.3936143565841794,-0.1416017765215302,-0.5815774043456164,0.26798217167437516,0.2323923509517078,-0.005726486549670857,-0.8718778331145492,-0.2247072577454497,1.3415280270294954
DLCHI311,-0.9068075551998288,1.8271221443362302,-3.2036323831053597,-0.5572105593774578,-2.215355083922036,0.2751020931970576,-0.855968553132365,-0.01661376423807059,-0.1886424486896816,-0.05040655578639385,0.3368565746560416,-0.01062116840724921,0.23342013749767224,0.2875600062787229
DLCHI315,-0.8335969675156274,1.509845336569146,-1.604056490839447,-0.6404918225880808,-2.35186297949923,0.3577286928178712,-1.2472157746581731,-0.35350534480138135,1.067759437523302,0.9624198185976226,0.32429035293215464,1.160542801336856,-0.11905169465067372,0.17940486938617622
DLCHI316,-0.7991453652259268,1.4303389168888487,-1.2504637172067503,-1.072023925229458,-1.5955701808187535,0.2468258926516083,-1.0831061532691706,-1.1488047885367043,0.6685435080509708,0.8216321280068278,0.055572253485719904,-0.3678410415572158,-0.09829381708048618,0.5310150883571543
DLCHI318,-0.763744526742653,1.3942181171920491,-2.294476949638247,-0.969436664093009,-1.7551744688840536,0.1543404252714741,-1.175902685801617,-0.49253314105751256,0.33727932376243247,0.4757660327919468,0.22471636661728553,0.06935350472751453,0.2995577377296375,0.16747994022967297
DLCHI326M1,-0.5451546847383735,1.3542708699981572,-5.946774012109109,9.825816078939836,2.049635988671259,-0.23284330274519943,0.09308037668280314,1.897392222826532,0.40819416310502543,-0.9610967521181297,-0.1972642278213926,0.9258088436721852,4.57971385627203,-0.6711706814644254
DLCHI327M1,-0.5486786494815273,1.3361852504406504,-0.07863086059278807,0.3879606895183809,-1.2535125133768008,-0.4022754727044519,-0.6418039757218554,0.28037087259246707,-0.7276811956447425,-0.5051339490926042,0.10712947425083508,0.15495055064762925,-0.14942135709379117,1.0662632747567835
DLCHI330,-0.7428687930327343,1.3510718271011004,-2.2442791444803407,-1.4263626814078452,-1.8957221692248536,0.44445351018846796,-0.8622244977180928,-0.4178341126494265,0.37592817534718215,0.3610082659624363,0.19933623201791176,0.08527170642074543,0.3910889185569651,-0.05254454782242519
DLCHI331M1,-0.5279493309769375,1.329537283651198,-0.37550557897808434,3.097097973757634,-1.227103699016277,-0.4407404587015711,-0.14472857626636396,1.2516355742937209,0.023879397556593813,-0.3697995582317166,0.14824032691662078,0.9037600596260404,1.09447301473183,0.6102593347926474
DLCHI342M1,-0.5574263983088099,1.3452638310313005,-0.1808687302887378,0.3654416190438571,-1.402895009023172,-0.38387399206803285,-0.5645626856115247,0.40064081102087834,-0.6632219429226249,-0.48658151815038786,0.1444940797648227,0.27421563437601876,-0.07171157403051165,0.8599955337751377
DLCHI343M1,-0.5357021728126549,1.3143110129497124,0.5768896954168448,1.5332323459092088,-1.4505379068438673,-0.21367534773794433,0.4718750990510612,0.37277797484745623,-0.050900997931236015,-0.23062431306443393,0.001397034739966478,0.08144931917627295,-0.3799126669404356,0.8083651112256732
DLCHI344,-0.6739312607293517,1.6259640829298625,-2.363665427589814,0.037862172873965275,-2.0184370002591985,-0.09163605742137615,-1.7544504322047776,-0.6642179558398101,1.5935764312710408,1.4490801634320047,0.22303271630632798,1.0299865706938394,0.3077929337544206,0.9896192945320497
DLCHI345,-0.651509286930532,1.5195549245754176,-1.1407967147452263,-0.8843850805132357,-2.4122612597113378,-0.28944640120730186,-1.2680101262763515,-0.40733269089140917,1.2166296808354826,1.1657030299533682,0.31713807186371856,1.5499156827997125,-0.3711225062053195,0.048989339568410735
DLCHI359M1,-0.5227549493346538,1.3048554234423058,1.7106697036706457,0.31783580359723274,-1.5627995293875865,-0.6786724946335961,-0.5946804392224241,0.4813342172009169,-0.5442651951032738,-0.22600462413811395,0.29326303060927744,0.5498860266769982,0.12948723933527503,-1.316418866876806
DLCHI364M1,-0.5259056373922539,1.3534548322677604,1.4112072509186775,5.213933422534878,-1.1684247330326218,1.5882445179203064,2.7520597059900993,1.4056859330017089,1.4255594747416793,-0.10480668348595265,-0.25338461693543773,0.04422247524859628,1.0216966342023666,0.7360952160812537
DLCHI379,-0.41350771401865294,1.4998706842732785,-1.648317191618746,4.2967249403202326,-2.5999119611669728,-0.22877918365403832,-0.5251623717383256,-0.40983310580472687,5.65832244002019,4.165631633405193,0.21714612832894425,3.145049335429826,0.17975533767326196,1.442432930842852
