LONGITUD,LATITUD,salinity_index,contaminant_count,ALC_mg/L_log,CONDUCT_mS/cm_log,SDT_M_mg/L_log,FLUORUROS_mg/L_log,DUR_mg/L_log,COLI_FEC_NMP/100_mL_log,N_NO3_mg/L_log,AS_TOT_mg/L_log,CD_TOT_mg/L_log,CR_TOT_mg/L_log,HG_TOT_mg/L_log,PB_TOT_mg/L_log,MN_TOT_mg/L_log,FE_TOT_mg/L_log,CALIDAD_ALC_encoded,CALIDAD_CONDUC_encoded,CALIDAD_SDT_ra_encoded,CALIDAD_SDT_salin_encoded,CALIDAD_FLUO_encoded,CALIDAD_DUR_encoded,CALIDAD_COLI_FEC_encoded,CALIDAD_N_NO3_encoded,CALIDAD_AS_encoded,CALIDAD_CD_encoded,CALIDAD_CR_encoded,CALIDAD_HG_encoded,CALIDAD_PB_encoded,CALIDAD_MN_encoded,CALIDAD_FE_encoded,CUMPLE_CON_ALC_encoded,CUMPLE_CON_COND_encoded,CUMPLE_CON_SDT_ra_encoded,CUMPLE_CON_SDT_salin_encoded,CUMPLE_CON_FLUO_encoded,CUMPLE_CON_DUR_encoded,CUMPLE_CON_CF_encoded,CUMPLE_CON_NO3_encoded,CUMPLE_CON_AS_encoded,CUMPLE_CON_CD_encoded,CUMPLE_CON_CR_encoded,CUMPLE_CON_HG_encoded,CUMPLE_CON_PB_encoded,CUMPLE_CON_MN_encoded,CUMPLE_CON_FE_encoded
-0.019565738627352395,-0.24569861438296148,-0.30233400377288255,-0.9741596794969424,0.1704975145423024,0.15433194533923936,0.034411891638004836,0.22459177631086563,-0.06911155984833214,-0.5693330898500916,0.5033125199957006,-0.09386978138760013,-0.033251008891716935,-0.08779514823746264,-0.1233597562798347,-0.08734294987910715,-0.27478967299228874,-0.21175598860125394,0.0,0.0,0.0,0.0,0.0,0.0,-0.5235496715134884,-0.10290982589189043,0.3153343967082036,-0.04331480818242099,-0.11935247900657214,-0.03061383874613135,-0.10660035817780522,0.29593305787866536,0.3819983596576246,0.24365891823302308,0.36239684622698226,0.26726633274819944,0.26726633274819944,0.4681645887845222,0.5181068907849469,0.2461218564500984,0.2884707917260017,0.3673728426626499,0.043314808182421095,0.11935247900657196,0.030613838746129614,0.10660035817780548,0.2959330578786653,0.38199835965762446
-0.04622942510248658,-0.2995581339650596,-0.4695165582439621,-0.9741596794969424,0.18935783116674984,-0.4292136293164313,-0.3619791622058296,0.17315564997216273,-0.2188780665109321,-0.5693330898500916,0.8025160359913768,-0.17897202992590197,-0.033251008891716935,-0.08779514823746264,-0.1233597562798347,-0.08734294987910715,-0.27478967299228874,-0.40082571080919577,0.0,0.0,0.0,0.0,0.0,0.0,-0.5235496715134884,-0.9483536262960364,0.3153343967082036,-0.04331480818242099,-0.11935247900657214,-0.03061383874613135,-0.10660035817780522,0.29593305787866536,0.3819983596576246,0.24365891823302308,0.36239684622698226,0.26726633274819944,0.26726633274819944,0.4681645887845222,0.5181068907849469,0.2461218564500984,0.2884707917260017,0.3673728426626499,0.043314808182421095,0.11935247900657196,0.030613838746129614,0.10660035817780548,0.2959330578786653,0.38199835965762446
-0.05925306507908979,-0.2050434139262755,-0.6057169477421511,0.6685811695073753,-0.0808387880023932,-0.607977906408734,-0.7062762022474627,0.9755686834622737,-0.6621235197769554,-0.5693330898500916,-0.3468187367000587,0.5573345125881636,-0.033251008891716935,-0.08779514823746264,-0.1233597562798347,-0.08734294987910715,-0.27478967299228874,-0.40082571080919577,0.0,0.0,0.0,0.0,0.0,0.0,-0.5235496715134884,-0.10290982589189043,2.63793533246242,-0.04331480818242099,-0.11935247900657214,-0.03061383874613135,-0.10660035817780522,0.29593305787866536,0.3819983596576246,0.24365891823302308,0.36239684622698226,0.26726633274819944,0.26726633274819944,-2.1360009363293826,0.5181068907849469,0.2461218564500984,0.2884707917260017,-2.722030275161839,0.043314808182421095,0.11935247900657196,0.030613838746129614,0.10660035817780548,0.2959330578786653,0.38199835965762446
-0.060220211389522285,-0.25200868853917147,-0.4175182481706784,-0.9741596794969424,0.9375869678570762,-0.26758969714217323,-0.26824007153045243,0.37786851120101683,-0.13877596120851352,-0.5693330898500916,-0.4389692858793852,-0.11591159373997235,-0.033251008891716935,-0.08779514823746264,-0.1233597562798347,-0.08734294987910715,-0.27478967299228874,-0.40082571080919577,0.0,0.0,0.0,0.0,0.0,0.0,-0.5235496715134884,-0.10290982589189043,0.3153343967082036,-0.04331480818242099,-0.11935247900657214,-0.03061383874613135,-0.10660035817780522,0.29593305787866536,0.3819983596576246,0.24365891823302308,0.36239684622698226,0.26726633274819944,0.26726633274819944,0.4681645887845222,0.5181068907849469,0.2461218564500984,0.2884707917260017,0.3673728426626499,0.043314808182421095,0.11935247900657196,0.030613838746129614,0.10660035817780548,0.2959330578786653,0.38199835965762446
-1.2468117211578884,0.07405384238015633,0.4605433919626406,0.12100088650593606,0.8203475406560925,1.055100035734308,0.9082087661506492,-0.7861802710819955,0.7667956414056912,1.6957316253287298,1.8278352109073053,-0.28646093782068527,-0.033251008891716935,-0.08779514823746264,-0.1233597562798347,-0.08734294987910715,-0.27478967299228874,-0.40082571080919577,0.0,0.0,0.0,0.0,0.0,0.0,1.4315239270054123,3.2788653757246933,-0.4588659152098686,-0.04331480818242099,-0.11935247900657214,-0.03061383874613135,-0.10660035817780522,0.29593305787866536,0.3819983596576246,0.24365891823302308,0.36239684622698226,0.26726633274819944,0.26726633274819944,0.4681645887845222,0.5181068907849469,0.2461218564500984,-3.379229274504593,0.3673728426626499,0.043314808182421095,0.11935247900657196,0.030613838746129614,0.10660035817780548,0.2959330578786653,0.38199835965762446
-1.243210295159316,0.07754085318018193,-0.4467317659569873,0.12100088650593606,0.11763172516807593,-0.5149149607251979,-0.07555850062788441,-0.7155304334866726,-0.1284298786308647,3.0931575291275375,1.1966643394358418,-0.28646093782068527,-0.033251008891716935,-0.08779514823746264,-0.1233597562798347,-0.08734294987910715,-0.27478967299228874,-0.40082571080919577,0.0,0.0,0.0,0.0,0.0,0.0,3.3865975255243135,-0.9483536262960364,-0.4588659152098686,-0.04331480818242099,-0.11935247900657214,-0.03061383874613135,-0.10660035817780522,0.29593305787866536,0.3819983596576246,0.24365891823302308,0.36239684622698226,0.26726633274819944,0.26726633274819944,0.4681645887845222,0.5181068907849469,-4.06302802369261,0.2884707917260017,0.3673728426626499,0.043314808182421095,0.11935247900657196,0.030613838746129614,0.10660035817780548,0.2959330578786653,0.38199835965762446
-1.2422088211249018,0.08002936937473916,-0.5374789204970046,-0.9741596794969424,-0.0941592271018003,-0.6104964031138985,-0.9723936504059485,-0.69309846190836,-0.3301486204643405,1.2517791360995503,0.6080755002896231,-0.28646093782068527,-0.033251008891716935,-0.08779514823746264,-0.1233597562798347,-0.08734294987910715,-0.27478967299228874,-0.40082571080919577,0.0,0.0,0.0,0.0,0.0,0.0,0.453987127745962,-0.10290982589189043,-0.4588659152098686,-0.04331480818242099,-0.11935247900657214,-0.03061383874613135,-0.10660035817780522,0.29593305787866536,0.3819983596576246,0.24365891823302308,0.36239684622698226,0.26726633274819944,0.26726633274819944,0.4681645887845222,0.5181068907849469,0.2461218564500984,0.2884707917260017,0.3673728426626499,0.043314808182421095,0.11935247900657196,0.030613838746129614,0.10660035817780548,0.2959330578786653,0.38199835965762446
-1.1964404129953443,-0.07028524378357508,0.26051860597159593,0.6685811695073753,1.0905841193946653,1.3259853785083826,0.8872224545534683,-0.282525820780001,0.170803877671936,2.1577610325827834,2.439833166611529,-0.28646093782068527,-0.033251008891716935,-0.08779514823746264,-0.1233597562798347,-0.08734294987910715,-0.25954210078480233,-0.26923508312685773,0.0,0.0,0.0,0.0,0.0,0.0,1.4315239270054123,3.2788653757246933,-0.4588659152098686,-0.04331480818242099,-0.11935247900657214,-0.03061383874613135,-0.10660035817780522,0.29593305787866536,0.3819983596576246,0.24365891823302308,-2.504564870590921,0.26726633274819944,0.26726633274819944,0.4681645887845222,0.5181068907849469,0.2461218564500984,-3.379229274504593,0.3673728426626499,0.043314808182421095,0.11935247900657196,0.030613838746129614,0.10660035817780548,0.2959330578786653,0.38199835965762446
-1.2235252857186323,0.16373332655756173,0.06590294309474064,-0.9741596794969424,1.0459438724353118,0.38187159544427096,0.17446221085039748,-0.6064432930251059,0.5933118034631093,1.3807124180572798,-0.1644160692014563,-0.28646093782068527,-0.033251008891716935,-0.08779514823746264,-0.1233597562798347,-0.08734294987910715,-0.21752321633754046,-0.011148807688479362,0.0,0.0,0.0,0.0,0.0,0.0,0.453987127745962,-0.10290982589189043,-0.4588659152098686,-0.04331480818242099,-0.11935247900657214,-0.03061383874613135,-0.10660035817780522,0.29593305787866536,0.3819983596576246,0.24365891823302308,0.36239684622698226,0.26726633274819944,0.26726633274819944,0.4681645887845222,0.5181068907849469,0.2461218564500984,0.2884707917260017,0.3673728426626499,0.043314808182421095,0.11935247900657196,0.030613838746129614,0.10660035817780548,0.2959330578786653,0.38199835965762446
-1.2184423945537999,0.17013115500770565,0.5351313596618262,2.3113220185116927,0.9746552775705168,0.950663942222632,0.7162682533555992,-0.3551229497019451,0.9322559468880663,2.8823708929238077,-1.2112402378288798,9.131022877411407,-0.033251008891716935,-0.08779514823746264,-0.1233597562798347,-0.08734294987910715,4.264327998461452,7.975441415485889,0.0,0.0,0.0,0.0,0.0,0.0,3.3865975255243135,-0.10290982589189043,2.63793533246242,-0.04331480818242099,-0.11935247900657214,-0.03061383874613135,-0.10660035817780522,-3.3791425911261554,-2.6178122882419563,0.24365891823302308,0.36239684622698226,0.26726633274819944,0.26726633274819944,0.4681645887845222,-1.9088148607866469,-4.06302802369261,0.2884707917260017,-2.722030275161839,0.043314808182421095,0.11935247900657196,0.030613838746129614,0.10660035817780548,-3.3791425911261563,-2.6178122882419563
